sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_created_at,sb_is_active
269,Motores de Combustión Interna,3,T,15,Ingenieria mecanica,1,Ingeniería,2018-08-29T01:26:49Z,1
286,Modelación matemática,3,B,15,Ingenieria mecanica,1,Ingeniería,2019-06-27T10:43:22Z,1
306,Métodos numéricos,3,B,15,Ingenieria mecanica,1,Ingeniería,2021-05-05T03:20:06Z,1
323,Mecanismos,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-09-02T10:54:16Z,1
338,Materiales de Ingeniería,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-03-19T19:36:42Z,1
411,Instalaciones y máquinas eléctricas,3,C,15,Ingenieria mecanica,1,Ingeniería,2020-01-23T08:03:16Z,1
432,Ingeniería y Desarrollo Sostenible,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-03-25T07:17:05Z,1
443,Ingeniería económica,3,B,15,Ingenieria mecanica,1,Ingeniería,2018-03-09T16:36:33Z,1
453,Ingeniería de Manufactura,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-02-08T17:07:06Z,1
480,Gerencia y gestión de proyectos,3,B,15,Ingenieria mecanica,1,Ingeniería,2019-04-10T15:03:33Z,1
500,Fundamentos de turbomaquinaria,3,T,15,Ingenieria mecanica,1,Ingeniería,2019-06-11T06:16:18Z,1
501,Fundamentos de transferencia de calor,3,C,15,Ingenieria mecanica,1,Ingeniería,2021-01-28T11:18:51Z,1
510,"Fundamentos de oscilaciones, ondas y óptica",4,O,15,Ingenieria mecanica,1,Ingeniería,2020-07-18T03:06:52Z,1
513,Fundamentos de Mecánica de Fluidos,3,O,15,Ingenieria mecanica,1,Ingeniería,2021-03-03T20:11:01Z,1
521,Fundamentos de mecánica,4,B,15,Ingenieria mecanica,1,Ingeniería,2021-11-06T09:48:02Z,1
533,Fundamentos de física moderna,3,O,15,Ingenieria mecanica,1,Ingeniería,2020-09-01T15:24:39Z,1
540,Fundamentos de electricidad y magnetismo,4,O,15,Ingenieria mecanica,1,Ingeniería,2019-04-21T01:32:11Z,1
546,Fundamentos de control,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-02-05T15:04:47Z,1
613,Electrónica básica,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-09-17T20:05:54Z,1
626,Ecuaciones Diferenciales,4,B,15,Ingenieria mecanica,1,Ingeniería,2018-06-26T15:41:57Z,1
651,Diseño de elementos de máquinas II,3,C,15,Ingenieria mecanica,1,Ingeniería,2020-03-23T02:24:12Z,1
652,Diseño de elementos de máquinas I,3,C,15,Ingenieria mecanica,1,Ingeniería,2021-09-27T10:47:53Z,1
656,Dibujo de Máquinas,4,C,15,Ingenieria mecanica,1,Ingeniería,2020-07-07T23:23:26Z,1
658,Dibujo básico,3,B,15,Ingenieria mecanica,1,Ingeniería,2021-03-13T12:00:04Z,1
711,Ciencia e ingeniería de materiales,3,C,15,Ingenieria mecanica,1,Ingeniería,2018-09-01T23:51:46Z,1
727,Cálculo Integral,4,B,15,Ingenieria mecanica,1,Ingeniería,2018-09-06T09:24:29Z,1
735,Cálculo en varias variables,4,B,15,Ingenieria mecanica,1,Ingeniería,2019-05-01T06:24:49Z,1
745,Cálculo diferencial,4,B,15,Ingenieria mecanica,1,Ingeniería,2021-05-18T19:35:42Z,1
790,Aplicaciones de elementos finitos,3,B,15,Ingenieria mecanica,1,Ingeniería,2019-04-06T14:47:13Z,1
803,Análisis de sistemas dinámicos,3,C,15,Ingenieria mecanica,1,Ingeniería,2020-05-10T17:57:26Z,1
819,Álgebra Lineal,4,B,15,Ingenieria mecanica,1,Ingeniería,2021-04-18T17:08:15Z,1
4,Variable compleja,4,B,16,Ingenieria mecatronica,1,Ingeniería,2021-04-02T21:00:26Z,1
16,Trabajo de Grado - Asignaturas de Posgrado,6,P,16,Ingenieria mecatronica,1,Ingeniería,2019-12-05T12:53:16Z,1
26,Trabajo de Grado,6,P,16,Ingenieria mecatronica,1,Ingeniería,2020-02-28T09:22:50Z,1
45,Tecnología mecánica básica,3,C,16,Ingenieria mecatronica,1,Ingeniería,2019-09-24T16:34:41Z,1
47,Técnicas de Inteligencia Artificial,3,T,16,Ingenieria mecatronica,1,Ingeniería,2018-01-11T03:35:54Z,1
48,Técnicas de control,3,T,16,Ingenieria mecatronica,1,Ingeniería,2020-10-19T15:26:44Z,1
57,Taller de proyectos interdisciplinarios,3,C,16,Ingenieria mecatronica,1,Ingeniería,2018-02-07T18:59:11Z,1
65,Taller de ingeniería electrónica,2,C,16,Ingenieria mecatronica,1,Ingeniería,2020-12-21T16:51:03Z,1
98,Servomecanismos,3,C,16,Ingenieria mecatronica,1,Ingeniería,2021-01-26T04:21:20Z,1
103,Señales y Sistemas II,3,C,16,Ingenieria mecatronica,1,Ingeniería,2019-02-09T23:02:00Z,1
106,Señales y sistemas I,3,C,16,Ingenieria mecatronica,1,Ingeniería,2021-10-12T11:55:54Z,1
107,Sensores y actuadores,3,C,16,Ingenieria mecatronica,1,Ingeniería,2018-12-13T20:18:16Z,1
117,Seguridad industrial,3,O,16,Ingenieria mecatronica,1,Ingeniería,2020-12-24T23:54:17Z,1
125,Robótica,3,C,16,Ingenieria mecatronica,1,Ingeniería,2021-03-28T10:20:25Z,1
127,Resistencia de Materiales,3,C,16,Ingenieria mecatronica,1,Ingeniería,2019-01-11T22:27:43Z,1
131,Redes de computadores,3,C,16,Ingenieria mecatronica,1,Ingeniería,2018-07-05T12:20:13Z,1
146,Proyecto aplicado de ingeniería,4,C,16,Ingenieria mecatronica,1,Ingeniería,2021-03-15T11:51:27Z,1
157,Programación orientada a objetos,3,C,16,Ingenieria mecatronica,1,Ingeniería,2019-11-06T00:57:10Z,1
167,Programación de computadores,3,B,16,Ingenieria mecatronica,1,Ingeniería,2020-06-09T16:17:38Z,1
176,Procesos de Manufactura II,3,T,16,Ingenieria mecatronica,1,Ingeniería,2021-09-09T22:42:03Z,1
178,Procesos de Manufactura I,3,T,16,Ingenieria mecatronica,1,Ingeniería,2020-04-03T20:10:29Z,1
187,Probabilidad y estadística fundamental,3,B,16,Ingenieria mecatronica,1,Ingeniería,2018-08-23T08:26:18Z,1
201,Principios de química,3,B,16,Ingenieria mecatronica,1,Ingeniería,2018-08-16T14:30:44Z,1
206,Principios de Estática,3,C,16,Ingenieria mecatronica,1,Ingeniería,2020-08-05T08:51:09Z,1
208,Principios de dinámica,3,C,16,Ingenieria mecatronica,1,Ingeniería,2019-11-10T01:08:17Z,1
287,Modelación matemática,3,O,16,Ingenieria mecatronica,1,Ingeniería,2018-09-28T04:40:58Z,1
293,Microcontroladores,3,C,16,Ingenieria mecatronica,1,Ingeniería,2020-07-23T18:12:19Z,1
307,Métodos numéricos,3,O,16,Ingenieria mecatronica,1,Ingeniería,2018-06-23T08:20:23Z,1
433,Ingeniería y Desarrollo Sostenible,3,C,16,Ingenieria mecatronica,1,Ingeniería,2018-04-07T10:22:26Z,1
444,Ingeniería económica,3,B,16,Ingenieria mecatronica,1,Ingeniería,2020-11-09T03:56:37Z,1
481,Gerencia y gestión de proyectos,3,O,16,Ingenieria mecatronica,1,Ingeniería,2018-07-10T07:47:04Z,1
511,"Fundamentos de oscilaciones, ondas y óptica",4,O,16,Ingenieria mecatronica,1,Ingeniería,2020-05-09T16:05:42Z,1
514,Fundamentos de Mecánica de Fluidos,3,O,16,Ingenieria mecatronica,1,Ingeniería,2019-01-17T17:42:12Z,1
522,Fundamentos de mecánica,4,B,16,Ingenieria mecatronica,1,Ingeniería,2020-10-06T16:05:01Z,1
534,Fundamentos de física moderna,3,O,16,Ingenieria mecatronica,1,Ingeniería,2020-10-14T08:32:29Z,1
541,Fundamentos de electricidad y magnetismo,4,B,16,Ingenieria mecatronica,1,Ingeniería,2021-09-28T12:30:43Z,1
571,Física de Semiconductores,3,O,16,Ingenieria mecatronica,1,Ingeniería,2020-10-05T14:36:18Z,1
579,Finanzas,3,O,16,Ingenieria mecatronica,1,Ingeniería,2018-08-14T01:17:38Z,1
587,Estructuras de datos,3,C,16,Ingenieria mecatronica,1,Ingeniería,2020-12-09T08:49:07Z,1
611,Electrónica digital I,4,C,16,Ingenieria mecatronica,1,Ingeniería,2021-04-01T10:17:13Z,1
617,Electrónica análoga I,4,C,16,Ingenieria mecatronica,1,Ingeniería,2020-08-28T01:13:30Z,1
627,Ecuaciones Diferenciales,4,B,16,Ingenieria mecatronica,1,Ingeniería,2020-10-10T18:17:06Z,1
644,Diseño Mecatrónico,3,C,16,Ingenieria mecatronica,1,Ingeniería,2021-07-27T06:33:08Z,1
659,Dibujo básico,3,B,16,Ingenieria mecatronica,1,Ingeniería,2021-06-22T04:07:52Z,1
672,Control,4,C,16,Ingenieria mecatronica,1,Ingeniería,2020-01-20T09:13:00Z,1
709,Circuitos Eléctricos I,3,C,16,Ingenieria mecatronica,1,Ingeniería,2020-04-25T02:06:51Z,1
712,Ciencia e ingeniería de materiales,3,C,16,Ingenieria mecatronica,1,Ingeniería,2020-06-17T16:34:12Z,1
728,Cálculo Integral,4,B,16,Ingenieria mecatronica,1,Ingeniería,2020-05-04T03:27:48Z,1
736,Cálculo en varias variables,4,B,16,Ingenieria mecatronica,1,Ingeniería,2018-06-05T22:51:55Z,1
746,Cálculo diferencial,4,B,16,Ingenieria mecatronica,1,Ingeniería,2019-01-15T13:21:01Z,1
784,Automatización de Procesos de Manufactura,3,C,16,Ingenieria mecatronica,1,Ingeniería,2018-10-19T23:25:40Z,1
791,Aplicaciones de elementos finitos,3,O,16,Ingenieria mecatronica,1,Ingeniería,2018-07-02T00:36:32Z,1
820,Álgebra Lineal,4,B,16,Ingenieria mecatronica,1,Ingeniería,2019-06-18T01:25:56Z,1
33,Termodinámica,3,C,17,Ingenieria quimica,1,Ingeniería,2020-05-08T13:11:33Z,1
40,Teoría de la decisión,4,O,17,Ingenieria quimica,1,Ingeniería,2020-09-06T15:38:09Z,1
58,Taller de proyectos interdisciplinarios,3,C,17,Ingenieria quimica,1,Ingeniería,2020-02-22T01:03:47Z,1
76,Taller 2,1,C,17,Ingenieria quimica,1,Ingeniería,2018-04-21T14:22:40Z,1
77,Taller 1,1,C,17,Ingenieria quimica,1,Ingeniería,2020-08-19T10:34:09Z,1
95,Sistemas de costos,4,O,17,Ingenieria quimica,1,Ingeniería,2018-05-08T23:56:54Z,1
118,Seguridad industrial,3,O,17,Ingenieria quimica,1,Ingeniería,2020-01-17T00:08:24Z,1
132,Química de Sólidos,3,T,17,Ingenieria quimica,1,Ingeniería,2018-10-06T13:49:01Z,1
168,Programación de computadores,3,O,17,Ingenieria quimica,1,Ingeniería,2019-09-29T07:54:43Z,1
188,Probabilidad y estadística fundamental,3,B,17,Ingenieria quimica,1,Ingeniería,2021-01-27T08:53:01Z,1
194,Principios de química orgánica,3,B,17,Ingenieria quimica,1,Ingeniería,2020-02-03T04:34:58Z,1
195,Principios de química inorgánica,3,B,17,Ingenieria quimica,1,Ingeniería,2018-04-06T00:05:57Z,1
202,Principios de química,3,B,17,Ingenieria quimica,1,Ingeniería,2019-11-08T13:20:07Z,1
210,Principios de análisis químico,3,B,17,Ingenieria quimica,1,Ingeniería,2021-05-26T14:33:58Z,1
245,Operaciones de Separación,3,C,17,Ingenieria quimica,1,Ingeniería,2020-09-23T18:52:04Z,1
281,Modelamiento y simulación de procesos químicos,3,T,17,Ingenieria quimica,1,Ingeniería,2020-05-31T21:51:52Z,1
282,Modelamiento y Simulación de Procesos Bioquímicos,3,T,17,Ingenieria quimica,1,Ingeniería,2020-10-05T10:02:50Z,1
308,Métodos numéricos,3,B,17,Ingenieria quimica,1,Ingeniería,2019-07-11T20:32:01Z,1
315,Mercados I,4,O,17,Ingenieria quimica,1,Ingeniería,2021-02-16T11:12:02Z,1
316,Mercadeo internacional,3,O,17,Ingenieria quimica,1,Ingeniería,2021-09-06T10:07:50Z,1
345,Manejo de sólidos,3,C,17,Ingenieria quimica,1,Ingeniería,2020-11-18T23:57:51Z,1
353,Laboratorio tecnicas básicas en química,3,B,17,Ingenieria quimica,1,Ingeniería,2020-09-04T20:42:32Z,1
354,Laboratorio principios de química orgánica,2,B,17,Ingenieria quimica,1,Ingeniería,2019-10-29T10:17:08Z,1
355,Laboratorio principios de análisis químico,3,B,17,Ingenieria quimica,1,Ingeniería,2018-06-15T10:04:36Z,1
358,Laboratorio de propiedades termodinámicas y de transporte,3,C,17,Ingenieria quimica,1,Ingeniería,2021-04-12T16:46:30Z,1
359,"Laboratorio de operaciones de separación, reaccion y control",3,C,17,Ingenieria quimica,1,Ingeniería,2018-02-24T05:22:12Z,1
360,"Laboratorio de fluidos, sólidos y transferencia de calor",3,C,17,Ingenieria quimica,1,Ingeniería,2020-04-18T15:13:36Z,1
382,Introducción a la Ingeniería Química,3,C,17,Ingenieria quimica,1,Ingeniería,2019-10-22T23:46:27Z,1
385,Introducción a la Ingeniería de Materiales Poliméricos,3,T,17,Ingenieria quimica,1,Ingeniería,2021-08-17T10:35:21Z,1
386,Introducción a la Ingeniería de Materiales,3,T,17,Ingenieria quimica,1,Ingeniería,2018-04-23T00:54:58Z,1
394,Introducción a la ciencia de materiales,3,T,17,Ingenieria quimica,1,Ingeniería,2021-10-21T23:18:30Z,1
445,Ingeniería económica,3,B,17,Ingenieria quimica,1,Ingeniería,2019-06-12T11:47:42Z,1
451,Ingeniería de Reacciones Químicas,3,C,17,Ingenieria quimica,1,Ingeniería,2019-01-30T09:34:40Z,1
452,Ingeniería de Procesos,3,C,17,Ingenieria quimica,1,Ingeniería,2019-02-06T08:20:03Z,1
482,Gerencia y gestión de proyectos,3,B,17,Ingenieria quimica,1,Ingeniería,2020-07-27T08:28:24Z,1
523,Fundamentos de mecánica,4,B,17,Ingenieria quimica,1,Ingeniería,2019-03-26T03:58:31Z,1
542,Fundamentos de electricidad y magnetismo,4,B,17,Ingenieria quimica,1,Ingeniería,2021-10-03T17:37:32Z,1
547,Fundamentos de contabilidad financiera,3,O,17,Ingenieria quimica,1,Ingeniería,2018-05-03T14:46:46Z,1
561,Fluidos,3,C,17,Ingenieria quimica,1,Ingeniería,2020-03-17T13:59:25Z,1
568,Fisicoquímica II,3,T,17,Ingenieria quimica,1,Ingeniería,2018-09-30T08:57:23Z,1
580,Finanzas,3,O,17,Ingenieria quimica,1,Ingeniería,2021-06-12T19:06:17Z,1
628,Ecuaciones Diferenciales,4,B,17,Ingenieria quimica,1,Ingeniería,2020-03-31T00:43:18Z,1
633,Economía general,3,O,17,Ingenieria quimica,1,Ingeniería,2021-08-22T03:09:45Z,1
640,"Diseño, gestión y evaluación de proyectos",3,O,17,Ingenieria quimica,1,Ingeniería,2018-07-21T21:08:03Z,1
648,Diseño de procesos químicos y bioquímicos,3,C,17,Ingenieria quimica,1,Ingeniería,2021-05-30T11:08:37Z,1
649,Diseño de plantas y equipos,3,C,17,Ingenieria quimica,1,Ingeniería,2018-01-20T16:21:05Z,1
660,Dibujo básico,3,O,17,Ingenieria quimica,1,Ingeniería,2019-10-24T11:42:42Z,1
669,Control de procesos,3,C,17,Ingenieria quimica,1,Ingeniería,2020-11-18T11:54:29Z,1
689,Comunicación oral y escrita,3,O,17,Ingenieria quimica,1,Ingeniería,2021-01-30T20:56:42Z,1
713,Ciencia e ingeniería de materiales,3,T,17,Ingenieria quimica,1,Ingeniería,2018-04-03T04:58:20Z,1
729,Cálculo Integral,4,B,17,Ingenieria quimica,1,Ingeniería,2019-10-07T10:23:14Z,1
737,Cálculo en varias variables,4,B,17,Ingenieria quimica,1,Ingeniería,2018-07-07T02:08:59Z,1
747,Cálculo diferencial,4,B,17,Ingenieria quimica,1,Ingeniería,2020-12-27T00:19:05Z,1
761,Biología molecular y celular,3,B,17,Ingenieria quimica,1,Ingeniería,2018-02-16T17:48:44Z,1
781,Balance de materia,3,C,17,Ingenieria quimica,1,Ingeniería,2019-07-21T05:48:44Z,1
782,Balance de energía y equilibrio químico,3,C,17,Ingenieria quimica,1,Ingeniería,2020-08-12T20:22:01Z,1
821,Álgebra Lineal,4,B,17,Ingenieria quimica,1,Ingeniería,2019-08-07T16:51:31Z,1
826,Administración de mercados,3,O,17,Ingenieria quimica,1,Ingeniería,2019-10-07T07:24:08Z,1
828,Administración de empresas,3,O,17,Ingenieria quimica,1,Ingeniería,2019-03-22T16:59:42Z,1
128,Rehabilitación,3,C,20,Medicina,3,Medicina,2021-07-11T13:21:07Z,1
133,Química básica para ciencias de la salud,3,B,20,Medicina,3,Medicina,2019-02-15T10:26:27Z,1
136,Psiquiatría II,3,C,20,Medicina,3,Medicina,2019-03-03T20:19:05Z,1
137,Psiquiatría I,2,C,20,Medicina,3,Medicina,2021-11-26T04:09:09Z,1
236,Pediatría,13,C,20,Medicina,3,Medicina,2020-09-17T13:52:28Z,1
238,Patología general,2,C,20,Medicina,3,Medicina,2019-08-04T00:36:46Z,1
239,Patología especial,7,C,20,Medicina,3,Medicina,2019-07-07T01:16:21Z,1
240,Paro cardiaco en el adulto ¿qué hacer?,2,T,20,Medicina,3,Medicina,2018-01-08T11:07:06Z,1
241,Parasitología,3,B,20,Medicina,3,Medicina,2019-08-08T07:14:37Z,1
261,Narrativas en medicina,2,T,20,Medicina,3,Medicina,2019-03-26T01:03:14Z,1
294,Microbiología,5,B,20,Medicina,3,Medicina,2019-09-03T01:50:44Z,1
296,Micobacterias y salud,2,T,20,Medicina,3,Medicina,2019-07-17T14:38:30Z,1
311,Metodología de la Investigación,3,O,20,Medicina,3,Medicina,2019-07-13T22:25:53Z,1
317,Medicina y sociedad,2,B,20,Medicina,3,Medicina,2019-09-12T23:30:31Z,1
319,Medicina legal I,2,C,20,Medicina,3,Medicina,2018-03-02T18:16:20Z,1
320,Medicina interna II,9,C,20,Medicina,3,Medicina,2021-07-18T03:44:13Z,1
321,Medicina interna I,9,C,20,Medicina,3,Medicina,2019-06-07T07:52:07Z,1
322,Medicina familiar,2,T,20,Medicina,3,Medicina,2019-05-23T00:10:52Z,1
326,Mecánica y ondas para biociencias,4,B,20,Medicina,3,Medicina,2018-06-21T12:22:36Z,1
372,Investigación cualitativa en salud,3,O,20,Medicina,3,Medicina,2018-10-25T01:55:06Z,1
375,Introducción a las imágenes diagnósticas,3,C,20,Medicina,3,Medicina,2018-12-09T00:48:34Z,1
380,Introducción a la medicina interna,3,C,20,Medicina,3,Medicina,2020-02-01T21:18:02Z,1
381,Introducción a la medicina alternativa y terapias complementarias,2,T,20,Medicina,3,Medicina,2020-03-25T16:16:05Z,1
390,Introducción a la fisiología,3,B,20,Medicina,3,Medicina,2021-05-28T23:46:49Z,1
400,Internado: Urgencias I,5,T,20,Medicina,3,Medicina,2021-02-08T15:21:24Z,1
401,Internado: Pediatría I,5,T,20,Medicina,3,Medicina,2020-04-09T16:55:41Z,1
402,Internado: Medicina interna I,5,T,20,Medicina,3,Medicina,2021-03-27T09:53:06Z,1
403,Internado: Investigación I,30,T,20,Medicina,3,Medicina,2019-07-04T10:26:14Z,1
404,Internado: Ginecología y obstetricia I,5,T,20,Medicina,3,Medicina,2021-03-03T00:27:41Z,1
405,Internado: Clínica optativa I,5,T,20,Medicina,3,Medicina,2021-05-12T08:27:11Z,1
406,Internado: Cirugía I,5,T,20,Medicina,3,Medicina,2021-10-22T07:10:16Z,1
407,Internado: Atencion primaria I,5,T,20,Medicina,3,Medicina,2021-04-27T03:12:34Z,1
413,Inmunología,2,B,20,Medicina,3,Medicina,2021-12-24T03:32:50Z,1
459,Imágenes diagnósticas,2,C,20,Medicina,3,Medicina,2021-04-25T07:54:04Z,1
460,Hormonas,2,T,20,Medicina,3,Medicina,2018-04-07T08:38:16Z,1
462,Histología III,5,B,20,Medicina,3,Medicina,2019-03-21T21:14:08Z,1
463,Histología II,4,B,20,Medicina,3,Medicina,2021-12-01T19:01:18Z,1
464,Histología I,2,B,20,Medicina,3,Medicina,2019-10-20T09:48:47Z,1
469,Habilitación pediátrica,2,C,20,Medicina,3,Medicina,2021-01-20T12:24:49Z,1
471,Ginecología y obstetricia,12,C,20,Medicina,3,Medicina,2019-10-17T00:14:21Z,1
496,Genética,2,B,20,Medicina,3,Medicina,2020-12-10T06:05:49Z,1
564,Fisiología II,8,B,20,Medicina,3,Medicina,2019-09-22T12:17:36Z,1
565,Fisiología I,3,B,20,Medicina,3,Medicina,2021-08-11T16:05:58Z,1
581,Farmacología clínica,2,T,20,Medicina,3,Medicina,2021-05-04T02:12:57Z,1
582,Farmacología,7,B,20,Medicina,3,Medicina,2020-07-27T13:19:26Z,1
603,Epidemiología,3,C,20,Medicina,3,Medicina,2021-09-23T07:28:50Z,1
604,Embriología,3,B,20,Medicina,3,Medicina,2018-02-15T16:13:55Z,1
634,Ecologia medica,2,T,20,Medicina,3,Medicina,2021-05-06T22:58:56Z,1
661,Demografía y bioestadística,2,O,20,Medicina,3,Medicina,2021-10-02T13:33:43Z,1
691,Comunicación científica,3,O,20,Medicina,3,Medicina,2019-08-22T20:59:52Z,1
704,Cirugía I,12,C,20,Medicina,3,Medicina,2021-03-21T15:28:00Z,1
750,Bioquímica II,2,T,20,Medicina,3,Medicina,2019-09-12T16:20:41Z,1
751,Bioquímica I,4,B,20,Medicina,3,Medicina,2019-12-23T23:37:19Z,1
763,Biología molecular avanzada,2,T,20,Medicina,3,Medicina,2018-05-13T00:56:26Z,1
764,Biología molecular,2,B,20,Medicina,3,Medicina,2021-11-22T14:48:01Z,1
770,Bioética en epidemiología,2,T,20,Medicina,3,Medicina,2018-11-05T14:57:11Z,1
771,Bioética,2,T,20,Medicina,3,Medicina,2018-09-07T17:12:10Z,1
785,Atención primaria en salud,4,T,20,Medicina,3,Medicina,2020-10-19T20:01:46Z,1
795,Anatomía II,5,B,20,Medicina,3,Medicina,2021-02-04T16:37:13Z,1
796,Anatomía I,2,B,20,Medicina,3,Medicina,2020-10-05T18:16:14Z,1
824,Administracion en salud I,2,C,20,Medicina,3,Medicina,2019-05-21T12:10:28Z,1
343,Matemáticas Básicas,4,E,0,No especificado,0,No especificado,2021-04-08T04:14:03Z,1
352,Lecto-Escritura,4,E,0,No especificado,0,No especificado,2020-04-08T13:33:08Z,1
415,Inglés IV- Virtual,3,E,0,No especificado,0,No especificado,2020-05-08T08:14:29Z,1
416,Inglés IV- Semestral,3,E,0,No especificado,0,No especificado,2021-01-21T03:56:01Z,1
417,Inglés IV- intensivo,3,E,0,No especificado,0,No especificado,2018-05-12T00:01:13Z,1
418,Inglés Intensivo IV,3,E,0,No especificado,0,No especificado,2020-10-02T22:25:09Z,1
419,Inglés Intensivo III y IV,6,E,0,No especificado,0,No especificado,2020-04-28T01:23:05Z,1
420,Inglés Intensivo II y III,6,E,0,No especificado,0,No especificado,2021-11-14T19:49:00Z,1
421,Inglés intensivo II,3,E,0,No especificado,0,No especificado,2021-05-18T03:29:02Z,1
422,Inglés Intensivo I y II,6,E,0,No especificado,0,No especificado,2019-04-20T05:51:40Z,1
423,Inglés intensivo I,3,E,0,No especificado,0,No especificado,2019-06-13T05:09:16Z,1
424,Inglés III-Intensivo,3,E,0,No especificado,0,No especificado,2018-05-17T23:16:08Z,1
425,Inglés III- Virtual,3,E,0,No especificado,0,No especificado,2019-04-22T11:56:33Z,1
426,Inglés III - Semestral,3,E,0,No especificado,0,No especificado,2018-12-22T13:50:25Z,1
427,Inglés II- Intensivo,3,E,0,No especificado,0,No especificado,2019-02-27T07:53:11Z,1
428,Inglés II - Virtual,3,E,0,No especificado,0,No especificado,2019-07-11T00:39:18Z,1
429,Inglés II - Semestral,3,E,0,No especificado,0,No especificado,2020-07-23T05:05:50Z,1
430,Inglés I- Virtual,3,E,0,No especificado,0,No especificado,2019-02-12T22:46:49Z,1
431,Inglés I- Semestral,3,E,0,No especificado,0,No especificado,2018-09-25T03:30:38Z,1
17,Trabajo de Grado - Asignaturas de Posgrado,8,P,21,Nutricion y dietetica,3,Medicina,2019-07-27T00:08:17Z,1
27,Trabajo de Grado,8,P,21,Nutricion y dietetica,3,Medicina,2021-09-21T14:51:52Z,1
96,Sistema agroalimentario,3,C,21,Nutricion y dietetica,3,Medicina,2018-08-25T22:04:46Z,1
121,Salud y sociedad,2,O,21,Nutricion y dietetica,3,Medicina,2021-03-17T03:02:59Z,1
135,Química básica,3,B,21,Nutricion y dietetica,3,Medicina,2019-01-23T23:38:55Z,1
148,Promoción de la salud,5,T,21,Nutricion y dietetica,3,Medicina,2020-03-27T20:19:07Z,1
222,Práctica de servicios de alimentación y nutrición,6,C,21,Nutricion y dietetica,3,Medicina,2021-10-21T05:53:03Z,1
223,Practica de nutricion pública,6,C,21,Nutricion y dietetica,3,Medicina,2019-11-19T21:38:53Z,1
224,Practica de nutricion clinica materno infantil,3,C,21,Nutricion y dietetica,3,Medicina,2018-06-27T11:09:47Z,1
225,Práctica de nutrición clínica adultos,3,C,21,Nutricion y dietetica,3,Medicina,2019-08-07T06:09:02Z,1
232,Política pública en seguridad alimentaria y nutricional,5,T,21,Nutricion y dietetica,3,Medicina,2020-05-19T09:26:17Z,1
250,Nutrición y actividad física,5,T,21,Nutricion y dietetica,3,Medicina,2021-07-01T01:29:25Z,1
251,Nutrición pública,4,C,21,Nutricion y dietetica,3,Medicina,2019-02-22T16:49:44Z,1
252,Nutrición materno infantil,4,C,21,Nutricion y dietetica,3,Medicina,2019-08-20T19:55:34Z,1
253,Nutrición del adulto,3,C,21,Nutricion y dietetica,3,Medicina,2019-07-21T16:59:07Z,1
254,Nutrición clínica materno infantil,3,C,21,Nutricion y dietetica,3,Medicina,2018-05-02T11:59:04Z,1
255,Nutrición clínica aplicada materno infantil,5,T,21,Nutricion y dietetica,3,Medicina,2020-05-31T09:29:13Z,1
256,Nutrición clínica adulto,3,C,21,Nutricion y dietetica,3,Medicina,2019-10-06T00:39:33Z,1
270,Morfologia,4,B,21,Nutricion y dietetica,3,Medicina,2021-04-20T00:31:42Z,1
295,Microbiología,2,B,21,Nutricion y dietetica,3,Medicina,2018-08-04T06:36:00Z,1
312,Metodología de la Investigación,3,O,21,Nutricion y dietetica,3,Medicina,2019-04-29T13:12:11Z,1
356,Laboratorio Microbiología,2,B,21,Nutricion y dietetica,3,Medicina,2020-05-08T17:13:58Z,1
357,Laboratorio de química básica,2,B,21,Nutricion y dietetica,3,Medicina,2021-01-05T15:48:54Z,1
362,Laboratorio de ciencia de alimentos II,2,C,21,Nutricion y dietetica,3,Medicina,2020-07-08T08:28:01Z,1
363,Laboratorio de ciencia de alimentos I,2,C,21,Nutricion y dietetica,3,Medicina,2020-06-23T00:38:34Z,1
364,Laboratorio bioquímica básica,2,O,21,Nutricion y dietetica,3,Medicina,2018-01-24T04:20:57Z,1
378,Introducción a la Sociología,3,O,21,Nutricion y dietetica,3,Medicina,2020-04-03T19:54:33Z,1
379,Introduccion a la nutricion y dietetica,3,C,21,Nutricion y dietetica,3,Medicina,2021-11-25T19:05:03Z,1
483,Gerencia integral de servicios de alimentación y nutrición,5,T,21,Nutricion y dietetica,3,Medicina,2018-03-05T10:31:01Z,1
484,Gerencia de servicios de alimentación y nutrición,6,C,21,Nutricion y dietetica,3,Medicina,2018-02-12T19:33:50Z,1
505,Fundamentos de psicología,4,O,21,Nutricion y dietetica,3,Medicina,2021-11-25T08:35:47Z,1
529,Fundamentos de investigación,3,O,21,Nutricion y dietetica,3,Medicina,2018-05-13T07:16:18Z,1
550,Fundamentos de antropología,3,O,21,Nutricion y dietetica,3,Medicina,2021-05-16T23:28:07Z,1
555,Fundamentos de administración,4,B,21,Nutricion y dietetica,3,Medicina,2020-08-16T21:34:39Z,1
562,Fisiopatología,5,B,21,Nutricion y dietetica,3,Medicina,2021-07-05T17:33:10Z,1
