sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_created_at,sb_is_active
476,Gerencia y gestión de proyectos,3,B,9,Ingenieria agricola,1,Ingeniería,2018-08-29T18:18:23Z,1
486,Gerencia de recursos humanos,3,O,9,Ingenieria agricola,1,Ingeniería,2018-03-16T09:34:59Z,1
492,Geomática básica,4,C,9,Ingenieria agricola,1,Ingeniería,2018-10-10T11:37:47Z,1
508,"Fundamentos de oscilaciones, ondas y óptica",4,O,9,Ingenieria agricola,1,Ingeniería,2021-01-02T16:00:19Z,1
516,Fundamentos de mecánica,4,B,9,Ingenieria agricola,1,Ingeniería,2021-05-18T22:19:25Z,1
536,Fundamentos de electricidad y magnetismo,4,O,9,Ingenieria agricola,1,Ingeniería,2020-07-29T05:41:17Z,1
563,Fisiología vegetal,4,B,9,Ingenieria agricola,1,Ingeniería,2020-06-28T10:58:16Z,1
576,Finanzas,3,O,9,Ingenieria agricola,1,Ingeniería,2018-09-19T22:03:45Z,1
589,Estática,3,C,9,Ingenieria agricola,1,Ingeniería,2021-10-22T19:44:37Z,1
605,Elementos de máquinas agrícolas,3,C,9,Ingenieria agricola,1,Ingeniería,2018-04-14T14:58:27Z,1
607,Electrotecnia,3,C,9,Ingenieria agricola,1,Ingeniería,2020-08-17T00:32:07Z,1
621,Ecuaciones Diferenciales,4,B,9,Ingenieria agricola,1,Ingeniería,2020-03-26T09:37:43Z,1
630,Economía general,3,O,9,Ingenieria agricola,1,Ingeniería,2021-01-31T05:34:03Z,1
635,Drenaje de tierras agricolas,3,C,9,Ingenieria agricola,1,Ingeniería,2019-12-19T15:14:43Z,1
5,Transporte Sostenible,3,T,10,Ingenieria civil,1,Ingeniería,2020-02-10T05:14:36Z,1
12,Trabajo de Grado - Asignaturas de Posgrado,6,P,10,Ingenieria civil,1,Ingeniería,2021-09-29T15:23:18Z,1
23,Trabajo de Grado,6,P,10,Ingenieria civil,1,Ingeniería,2021-08-27T00:25:50Z,1
53,Taller de proyectos interdisciplinarios,3,T,10,Ingenieria civil,1,Ingeniería,2019-04-04T11:57:34Z,1
69,Taller de Experimentación y Modelación,3,T,10,Ingenieria civil,1,Ingeniería,2018-11-01T21:22:41Z,1
97,SIG para Ingeniería Civil,3,O,10,Ingenieria civil,1,Ingeniería,2020-09-17T04:57:46Z,1
119,Saneamiento ambiental,3,C,10,Ingenieria civil,1,Ingeniería,2018-01-24T05:10:26Z,1
153,Programación orientada a objetos,3,O,10,Ingenieria civil,1,Ingeniería,2018-12-23T20:21:23Z,1
162,Programación de computadores,3,O,10,Ingenieria civil,1,Ingeniería,2021-11-22T20:24:38Z,1
183,Probabilidad y estadística fundamental,3,B,10,Ingenieria civil,1,Ingeniería,2019-09-04T11:48:45Z,1
198,Principios de química,3,B,10,Ingenieria civil,1,Ingeniería,2021-07-23T02:15:53Z,1
213,Preparación y evaluación de proyectos de infraestructura,3,B,10,Ingenieria civil,1,Ingeniería,2018-06-30T11:11:15Z,1
237,Pavimentos,3,C,10,Ingenieria civil,1,Ingeniería,2018-02-28T08:01:41Z,1
242,Optimización,3,O,10,Ingenieria civil,1,Ingeniería,2021-03-10T19:36:30Z,1
272,Modelos y simulación,3,O,10,Ingenieria civil,1,Ingeniería,2019-06-21T00:56:39Z,1
285,Modelación matemática,3,O,10,Ingenieria civil,1,Ingeniería,2018-01-02T13:14:23Z,1
300,Métodos numéricos para ingeniería civil,3,T,10,Ingenieria civil,1,Ingeniería,2018-10-27T10:36:51Z,1
304,Métodos numéricos,3,O,10,Ingenieria civil,1,Ingeniería,2020-11-08T04:54:52Z,1
331,Mecánica de suelos,3,C,10,Ingenieria civil,1,Ingeniería,2020-03-22T05:10:07Z,1
333,Mecánica de sólidos,4,C,10,Ingenieria civil,1,Ingeniería,2020-09-27T08:55:07Z,1
334,Mecánica de Rocas,3,T,10,Ingenieria civil,1,Ingeniería,2021-11-09T15:55:17Z,1
336,Mecánica de fluidos,4,C,10,Ingenieria civil,1,Ingeniería,2019-09-20T06:37:56Z,1
337,Materiales para construcción,4,C,10,Ingenieria civil,1,Ingeniería,2018-10-27T03:27:13Z,1
387,Introducción a la ingeniería civil,3,C,10,Ingenieria civil,1,Ingeniería,2020-03-17T01:08:44Z,1
440,Ingeniería económica,3,B,10,Ingenieria civil,1,Ingeniería,2018-07-19T20:00:54Z,1
446,Ingenieria de transporte,3,C,10,Ingenieria civil,1,Ingeniería,2019-08-12T06:46:19Z,1
447,Ingeniería de Tránsito,3,C,10,Ingenieria civil,1,Ingeniería,2021-03-30T04:54:28Z,1
454,Ingeniería civil sostenible,3,C,10,Ingenieria civil,1,Ingeniería,2019-12-31T04:15:58Z,1
466,Hidrología,3,C,10,Ingenieria civil,1,Ingeniería,2019-03-31T00:54:54Z,1
468,Hidráulica básica,4,C,10,Ingenieria civil,1,Ingeniería,2019-07-14T18:10:09Z,1
473,Gestión en construcción,3,T,10,Ingenieria civil,1,Ingeniería,2018-10-07T23:02:35Z,1
489,Geotecnia,3,C,10,Ingenieria civil,1,Ingeniería,2018-12-01T06:49:56Z,1
493,Geomática básica,4,C,10,Ingenieria civil,1,Ingeniería,2018-01-20T17:29:06Z,1
494,Geomática Aplicada,4,C,10,Ingenieria civil,1,Ingeniería,2020-10-24T15:59:23Z,1
495,Geología,3,C,10,Ingenieria civil,1,Ingeniería,2018-05-22T20:31:54Z,1
517,Fundamentos de mecánica,4,B,10,Ingenieria civil,1,Ingeniería,2021-10-17T22:36:53Z,1
544,Fundamentos de ecología,3,B,10,Ingenieria civil,1,Ingeniería,2021-01-03T01:47:54Z,1
548,Fundamentos de construcción,3,C,10,Ingenieria civil,1,Ingeniería,2018-11-14T19:05:33Z,1
585,Estructuras hidráulicas,3,C,10,Ingenieria civil,1,Ingeniería,2020-04-28T14:16:40Z,1
590,Estática,3,C,10,Ingenieria civil,1,Ingeniería,2020-08-31T03:30:47Z,1
622,Ecuaciones Diferenciales,4,B,10,Ingenieria civil,1,Ingeniería,2020-03-11T00:00:23Z,1
645,Diseño geométrico de Vías,3,C,10,Ingenieria civil,1,Ingeniería,2021-11-18T16:18:44Z,1
646,Diseño estructural,3,C,10,Ingenieria civil,1,Ingeniería,2021-07-02T22:36:33Z,1
655,Dinámica,3,C,10,Ingenieria civil,1,Ingeniería,2018-06-05T10:16:54Z,1
657,Dibujo básico,3,B,10,Ingenieria civil,1,Ingeniería,2021-10-17T22:27:54Z,1
675,Construcción de Obras Fluviales y Litorales,3,T,10,Ingenieria civil,1,Ingeniería,2020-04-14T10:55:38Z,1
676,Construcción de Infraestructura Vial,3,T,10,Ingenieria civil,1,Ingeniería,2019-02-02T14:18:20Z,1
677,Construcción de edificaciones,3,T,10,Ingenieria civil,1,Ingeniería,2018-10-26T00:09:10Z,1
703,Colombia Contemporánea,3,T,10,Ingenieria civil,1,Ingeniería,2020-12-13T06:42:48Z,1
723,Cálculo Integral,4,B,10,Ingenieria civil,1,Ingeniería,2021-09-24T16:09:46Z,1
731,Cálculo en varias variables,4,B,10,Ingenieria civil,1,Ingeniería,2020-03-19T21:58:02Z,1
741,Cálculo diferencial,4,B,10,Ingenieria civil,1,Ingeniería,2019-11-15T12:33:51Z,1
800,Análisis estructural básico,3,C,10,Ingenieria civil,1,Ingeniería,2019-02-05T17:05:26Z,1
801,Análisis estructural aplicado,3,C,10,Ingenieria civil,1,Ingeniería,2019-03-30T07:16:33Z,1
806,Análisis de incertidumbre en ingeniería civil,3,T,10,Ingenieria civil,1,Ingeniería,2019-09-15T17:03:43Z,1
815,Álgebra Lineal,4,B,10,Ingenieria civil,1,Ingeniería,2019-02-02T10:11:44Z,1
822,Alcantarillados,3,C,10,Ingenieria civil,1,Ingeniería,2021-08-25T07:32:23Z,1
829,Acueductos,3,C,10,Ingenieria civil,1,Ingeniería,2021-07-28T06:55:48Z,1
54,Taller de proyectos interdisciplinarios,3,C,11,Ingenieria de sistemas,1,Ingeniería,2020-07-18T01:29:55Z,1
86,Sistemas operativos,3,C,11,Ingenieria de sistemas,1,Ingeniería,2021-02-03T04:58:01Z,1
89,Sistemas de Información Gerencial,4,T,11,Ingenieria de sistemas,1,Ingeniería,2018-01-18T04:34:18Z,1
91,Sistemas de información,3,T,11,Ingenieria de sistemas,1,Ingeniería,2018-01-23T15:26:08Z,1
130,Redes de computadores,3,C,11,Ingenieria de sistemas,1,Ingeniería,2018-07-19T13:32:53Z,1
154,Programación orientada a objetos,3,C,11,Ingenieria de sistemas,1,Ingeniería,2019-12-03T18:19:31Z,1
163,Programación de computadores,3,T,11,Ingenieria de sistemas,1,Ingeniería,2021-09-04T00:15:35Z,1
184,Probabilidad y estadística fundamental,3,O,11,Ingenieria de sistemas,1,Ingeniería,2021-01-11T17:25:45Z,1
193,Probabilidad,4,O,11,Ingenieria de sistemas,1,Ingeniería,2021-07-19T19:15:07Z,1
235,Pensamiento sistémico,3,C,11,Ingenieria de sistemas,1,Ingeniería,2020-07-04T13:00:54Z,1
243,Optimización,3,T,11,Ingenieria de sistemas,1,Ingeniería,2021-01-21T15:31:03Z,1
273,Modelos y simulación,3,T,11,Ingenieria de sistemas,1,Ingeniería,2021-06-05T08:21:08Z,1
277,Modelos estocásticos y simulación en computación y comunicaciones,3,C,11,Ingenieria de sistemas,1,Ingeniería,2020-06-10T02:31:30Z,1
305,Métodos numéricos,3,O,11,Ingenieria de sistemas,1,Ingeniería,2021-09-12T00:05:42Z,1
340,Matemáticas discretas II,4,O,11,Ingenieria de sistemas,1,Ingeniería,2020-10-02T21:16:06Z,1
341,Matemáticas discretas I,4,O,11,Ingenieria de sistemas,1,Ingeniería,2019-08-24T04:40:09Z,1
349,Lenguajes de programación,3,C,11,Ingenieria de sistemas,1,Ingeniería,2020-03-22T05:28:41Z,1
374,Introducción a los sistemas inteligentes,3,C,11,Ingenieria de sistemas,1,Ingeniería,2021-06-07T20:29:20Z,1
376,Introducción a las ciencias de la computación y a la programación,3,T,11,Ingenieria de sistemas,1,Ingeniería,2019-12-15T21:08:50Z,1
377,Introducción a la teoría de la computación,4,B,11,Ingenieria de sistemas,1,Ingeniería,2018-04-18T20:33:36Z,1
384,Introducción a la ingeniería de sistemas y computación,3,C,11,Ingenieria de sistemas,1,Ingeniería,2019-02-17T22:36:56Z,1
391,Introducción a la criptografía y a la seguridad de la Información,3,T,11,Ingenieria de sistemas,1,Ingeniería,2020-08-21T03:13:10Z,1
409,Inteligencia Artificial,3,C,11,Ingenieria de sistemas,1,Ingeniería,2021-05-11T17:11:18Z,1
435,Ingeniería económica y análisis de riesgo,3,O,11,Ingenieria de sistemas,1,Ingeniería,2021-05-16T18:27:37Z,1
441,Ingeniería económica,3,O,11,Ingenieria de sistemas,1,Ingeniería,2018-03-09T22:33:03Z,1
448,Ingeniería de software II,3,C,11,Ingenieria de sistemas,1,Ingeniería,2019-05-27T11:59:28Z,1
449,Ingeniería de software I,3,C,11,Ingenieria de sistemas,1,Ingeniería,2019-03-27T15:07:53Z,1
477,Gerencia y gestión de proyectos,3,O,11,Ingenieria de sistemas,1,Ingeniería,2021-03-04T17:59:45Z,1
518,Fundamentos de mecánica,4,B,11,Ingenieria de sistemas,1,Ingeniería,2018-12-25T11:10:45Z,1
537,Fundamentos de electricidad y magnetismo,4,B,11,Ingenieria de sistemas,1,Ingeniería,2020-04-30T16:23:28Z,1
586,Estructuras de datos,3,C,11,Ingenieria de sistemas,1,Ingeniería,2018-02-08T19:46:44Z,1
606,Elementos de computadores,3,T,11,Ingenieria de sistemas,1,Ingeniería,2019-09-07T22:23:56Z,1
623,Ecuaciones Diferenciales,4,O,11,Ingenieria de sistemas,1,Ingeniería,2021-09-07T18:27:00Z,1
638,"Diseño, gestión y evaluación de proyectos",4,O,11,Ingenieria de sistemas,1,Ingeniería,2021-05-18T11:55:29Z,1
682,Comunicaciones,3,T,11,Ingenieria de sistemas,1,Ingeniería,2021-11-17T05:30:42Z,1
694,Computación visual,3,C,11,Ingenieria de sistemas,1,Ingeniería,2021-01-25T04:16:22Z,1
695,Computación paralela y distribuida,3,C,11,Ingenieria de sistemas,1,Ingeniería,2019-10-15T17:01:14Z,1
702,Complemento a teoría de la computación,1,B,11,Ingenieria de sistemas,1,Ingeniería,2021-07-28T08:27:16Z,1
719,Calculo vectorial,4,O,11,Ingenieria de sistemas,1,Ingeniería,2021-10-21T10:29:41Z,1
721,Cálculo integral en una variable,4,O,11,Ingenieria de sistemas,1,Ingeniería,2018-04-10T13:54:32Z,1
724,Cálculo Integral,4,O,11,Ingenieria de sistemas,1,Ingeniería,2021-06-15T14:18:04Z,1
732,Cálculo en varias variables,4,O,11,Ingenieria de sistemas,1,Ingeniería,2021-03-10T09:58:16Z,1
742,Cálculo diferencial,4,O,11,Ingenieria de sistemas,1,Ingeniería,2018-02-20T19:38:05Z,1
780,Bases de datos,3,C,11,Ingenieria de sistemas,1,Ingeniería,2018-06-12T01:05:09Z,1
786,Arquitectura de Software,3,C,11,Ingenieria de sistemas,1,Ingeniería,2018-09-27T11:33:50Z,1
787,Arquitectura de infraestructura y gobierno de tics,3,C,11,Ingenieria de sistemas,1,Ingeniería,2019-10-17T03:37:01Z,1
788,Arquitectura de computadores,3,C,11,Ingenieria de sistemas,1,Ingeniería,2021-08-09T11:08:24Z,1
810,Algoritmos,3,B,11,Ingenieria de sistemas,1,Ingeniería,2021-09-17T14:53:05Z,1
813,Álgebra lineal básica,4,O,11,Ingenieria de sistemas,1,Ingeniería,2020-07-09T01:18:30Z,1
816,Álgebra Lineal,4,O,11,Ingenieria de sistemas,1,Ingeniería,2020-12-26T07:33:14Z,1
1,Verificación de sistemas digitales,3,T,13,Ingenieria electronica,1,Ingeniería,2018-10-09T01:26:04Z,1
3,Variable compleja,4,B,13,Ingenieria electronica,1,Ingeniería,2021-12-16T14:42:59Z,1
13,Trabajo de Grado - Asignaturas de Posgrado,6,P,13,Ingenieria electronica,1,Ingeniería,2018-06-03T01:16:20Z,1
24,Trabajo de Grado,6,P,13,Ingenieria electronica,1,Ingeniería,2020-01-31T23:55:55Z,1
55,Taller de proyectos interdisciplinarios,3,C,13,Ingenieria electronica,1,Ingeniería,2018-12-24T12:15:33Z,1
64,Taller de ingeniería electrónica,2,C,13,Ingenieria electronica,1,Ingeniería,2021-01-17T09:44:49Z,1
81,Suficiencia por Acogimiento al Acuerdo 032,12,E,13,Ingenieria electronica,1,Ingeniería,2019-05-22T12:01:56Z,1
88,Sistemas embebidos,3,T,13,Ingenieria electronica,1,Ingeniería,2020-03-23T10:28:59Z,1
102,Señales y Sistemas II,3,C,13,Ingenieria electronica,1,Ingeniería,2021-09-27T17:55:25Z,1
104,Señales y sistemas I,3,C,13,Ingenieria electronica,1,Ingeniería,2019-11-01T09:01:33Z,1
115,Seguridad industrial,3,O,13,Ingenieria electronica,1,Ingeniería,2021-12-12T15:07:30Z,1
129,Redes de telecomunicaciones,3,T,13,Ingenieria electronica,1,Ingeniería,2018-04-24T17:00:37Z,1
155,Programación orientada a objetos,3,B,13,Ingenieria electronica,1,Ingeniería,2018-08-05T07:13:10Z,1
164,Programación de computadores,3,B,13,Ingenieria electronica,1,Ingeniería,2020-12-12T10:17:29Z,1
185,Probabilidad y estadística fundamental,3,O,13,Ingenieria electronica,1,Ingeniería,2018-01-13T21:12:25Z,1
190,Probabilidad fundamental,3,O,13,Ingenieria electronica,1,Ingeniería,2020-01-21T00:10:33Z,1
348,Líneas y antenas,3,C,13,Ingenieria electronica,1,Ingeniería,2020-04-09T07:45:23Z,1
393,Introducción a la ciencia de materiales,3,B,13,Ingenieria electronica,1,Ingeniería,2020-11-05T15:30:40Z,1
395,Introducción a ingeniería electrónica,5,C,13,Ingenieria electronica,1,Ingeniería,2019-02-25T20:44:50Z,1
410,Instrumentación y medidas,3,C,13,Ingenieria electronica,1,Ingeniería,2020-08-09T22:42:14Z,1
442,Ingeniería económica,3,B,13,Ingenieria electronica,1,Ingeniería,2018-10-15T14:15:41Z,1
478,Gerencia y gestión de proyectos,3,O,13,Ingenieria electronica,1,Ingeniería,2021-10-07T06:36:24Z,1
487,Gerencia de recursos humanos,3,O,13,Ingenieria electronica,1,Ingeniería,2021-02-08T10:58:15Z,1
509,"Fundamentos de oscilaciones, ondas y óptica",4,B,13,Ingenieria electronica,1,Ingeniería,2018-07-19T05:08:37Z,1
519,Fundamentos de mecánica,4,B,13,Ingenieria electronica,1,Ingeniería,2021-06-28T23:46:45Z,1
538,Fundamentos de electricidad y magnetismo,4,B,13,Ingenieria electronica,1,Ingeniería,2019-03-08T21:06:42Z,1
570,Física de Semiconductores,3,B,13,Ingenieria electronica,1,Ingeniería,2020-09-12T06:55:53Z,1
577,Finanzas,3,O,13,Ingenieria electronica,1,Ingeniería,2020-11-08T01:37:20Z,1
608,Electrónica digital II,4,C,13,Ingenieria electronica,1,Ingeniería,2019-10-11T08:47:49Z,1
610,Electrónica digital I,4,C,13,Ingenieria electronica,1,Ingeniería,2019-08-23T00:55:02Z,1
612,Electrónica de potencia,4,C,13,Ingenieria electronica,1,Ingeniería,2019-07-03T07:46:55Z,1
614,Electrónica análoga II,4,C,13,Ingenieria electronica,1,Ingeniería,2020-09-23T04:43:56Z,1
616,Electrónica análoga I,4,C,13,Ingenieria electronica,1,Ingeniería,2021-10-29T03:50:47Z,1
624,Ecuaciones Diferenciales,4,B,13,Ingenieria electronica,1,Ingeniería,2021-03-29T11:29:40Z,1
631,Economía general,3,O,13,Ingenieria electronica,1,Ingeniería,2021-09-07T13:18:09Z,1
647,Diseño de sistemas electrónicos,3,C,13,Ingenieria electronica,1,Ingeniería,2021-10-07T17:38:32Z,1
671,Control,4,C,13,Ingenieria electronica,1,Ingeniería,2018-02-28T15:05:11Z,1
681,Comunicaciones Ópticas,3,T,13,Ingenieria electronica,1,Ingeniería,2021-02-18T16:02:17Z,1
683,Comunicaciones,3,C,13,Ingenieria electronica,1,Ingeniería,2021-12-11T16:47:30Z,1
700,Comprensión de textos en idioma extranjero,12,E,13,Ingenieria electronica,1,Ingeniería,2021-09-14T04:45:09Z,1
706,Circuitos Eléctricos II,4,C,13,Ingenieria electronica,1,Ingeniería,2019-07-09T01:38:54Z,1
708,Circuitos Eléctricos I,3,C,13,Ingenieria electronica,1,Ingeniería,2020-10-21T06:20:33Z,1
710,Circuitos de RF,3,T,13,Ingenieria electronica,1,Ingeniería,2018-08-30T20:56:52Z,1
717,Campos electromagnéticos,4,C,13,Ingenieria electronica,1,Ingeniería,2019-04-10T00:13:04Z,1
725,Cálculo Integral,4,B,13,Ingenieria electronica,1,Ingeniería,2020-08-20T16:16:03Z,1
733,Cálculo en varias variables,4,B,13,Ingenieria electronica,1,Ingeniería,2020-11-09T23:28:09Z,1
743,Cálculo diferencial,4,B,13,Ingenieria electronica,1,Ingeniería,2018-02-09T11:44:43Z,1
817,Álgebra Lineal,4,B,13,Ingenieria electronica,1,Ingeniería,2020-04-17T11:50:42Z,1
827,Administración de empresas,3,O,13,Ingenieria electronica,1,Ingeniería,2018-11-02T09:20:43Z,1
14,Trabajo de Grado - Asignaturas de Posgrado,6,P,14,Ingenieria industrial,1,Ingeniería,2021-06-19T05:05:10Z,1
43,Teoría Contemporánea de la Organización,4,C,14,Ingenieria industrial,1,Ingeniería,2018-05-16T19:06:48Z,1
50,Taller de simulación procesos de manufactura y sistemas de servicios,3,C,14,Ingenieria industrial,1,Ingeniería,2020-04-04T05:01:42Z,1
59,Taller de Procesos Químicos y Biotecnológicos,3,C,14,Ingenieria industrial,1,Ingeniería,2018-10-24T18:17:00Z,1
60,Taller de Procesos Metalmecánicos,3,C,14,Ingenieria industrial,1,Ingeniería,2018-05-16T12:02:17Z,1
61,Taller de metodología de la investigación,3,C,14,Ingenieria industrial,1,Ingeniería,2018-06-07T00:29:45Z,1
62,Taller de invención y creatividad,3,C,14,Ingenieria industrial,1,Ingeniería,2019-03-26T20:49:37Z,1
66,Taller de ingeniería de la producción,4,C,14,Ingenieria industrial,1,Ingeniería,2021-11-16T15:20:46Z,1
68,Taller de herramientas y problemas en ingeniería industrial,3,C,14,Ingenieria industrial,1,Ingeniería,2020-09-28T18:46:56Z,1
70,Taller de ergonomía e ingeniería de métodos,4,C,14,Ingenieria industrial,1,Ingeniería,2018-01-05T05:39:39Z,1
71,Taller de diseño de plantas,4,C,14,Ingenieria industrial,1,Ingeniería,2021-01-07T17:38:32Z,1
75,Taller de ciencia y tecnología de materiales,4,C,14,Ingenieria industrial,1,Ingeniería,2020-07-20T13:51:15Z,1
84,Sociología especial: Industrial y del trabajo,3,C,14,Ingenieria industrial,1,Ingeniería,2020-12-31T10:16:21Z,1
90,Sistemas de Información Gerencial,4,T,14,Ingenieria industrial,1,Ingeniería,2018-04-17T17:40:01Z,1
92,Sistemas de información,3,T,14,Ingenieria industrial,1,Ingeniería,2018-03-27T12:29:11Z,1
94,Sistemas de costos,4,T,14,Ingenieria industrial,1,Ingeniería,2021-07-12T08:25:41Z,1
116,Seguridad industrial,3,C,14,Ingenieria industrial,1,Ingeniería,2019-08-03T02:55:09Z,1
156,Programación orientada a objetos,3,B,14,Ingenieria industrial,1,Ingeniería,2019-09-25T14:51:16Z,1
165,Programación de computadores,3,B,14,Ingenieria industrial,1,Ingeniería,2021-07-19T19:09:49Z,1
191,Probabilidad fundamental,4,B,14,Ingenieria industrial,1,Ingeniería,2018-08-27T03:31:16Z,1
199,Principios de química,3,B,14,Ingenieria industrial,1,Ingeniería,2021-05-19T19:27:48Z,1
234,Planeación estratégica,3,C,14,Ingenieria industrial,1,Ingeniería,2018-11-04T07:13:22Z,1
244,Optimización,3,T,14,Ingenieria industrial,1,Ingeniería,2018-08-14T05:12:15Z,1
274,Modelos y simulación,3,T,14,Ingenieria industrial,1,Ingeniería,2019-09-02T04:51:52Z,1
278,Modelos estocásticos para procesos de manufactura y sistemas de servicios,3,C,14,Ingenieria industrial,1,Ingeniería,2021-05-29T03:53:33Z,1
292,Microeconomía I,4,T,14,Ingenieria industrial,1,Ingeniería,2020-03-01T21:55:57Z,1
314,Mercados I,4,C,14,Ingenieria industrial,1,Ingeniería,2020-08-09T04:06:17Z,1
346,Logística,3,C,14,Ingenieria industrial,1,Ingeniería,2019-07-12T20:28:53Z,1
371,Investigación de mercados,3,C,14,Ingenieria industrial,1,Ingeniería,2019-04-19T00:07:20Z,1
383,Introducción a la ingeniería industrial,3,C,14,Ingenieria industrial,1,Ingeniería,2020-09-20T18:36:45Z,1
436,Ingeniería económica y análisis de riesgo,3,C,14,Ingenieria industrial,1,Ingeniería,2018-07-04T06:09:10Z,1
455,Inferencia estadística fundamental,4,B,14,Ingenieria industrial,1,Ingeniería,2021-08-14T05:22:16Z,1
457,Inferencia estadística,4,B,14,Ingenieria industrial,1,Ingeniería,2019-12-21T03:02:00Z,1
472,Gestión tecnológica,3,T,14,Ingenieria industrial,1,Ingeniería,2021-01-24T01:41:27Z,1
479,Gerencia y gestión de proyectos,3,T,14,Ingenieria industrial,1,Ingeniería,2019-10-05T14:44:44Z,1
488,Gerencia de recursos humanos,3,T,14,Ingenieria industrial,1,Ingeniería,2020-04-17T21:03:55Z,1
520,Fundamentos de mecánica,4,B,14,Ingenieria industrial,1,Ingeniería,2018-03-16T14:28:45Z,1
539,Fundamentos de electricidad y magnetismo,4,B,14,Ingenieria industrial,1,Ingeniería,2021-12-14T13:38:32Z,1
545,Fundamentos de ecología,3,B,14,Ingenieria industrial,1,Ingeniería,2020-04-26T16:05:47Z,1
554,Fundamentos de administración,4,T,14,Ingenieria industrial,1,Ingeniería,2020-10-14T06:43:55Z,1
573,Finanzas avanzadas,4,T,14,Ingenieria industrial,1,Ingeniería,2020-04-14T20:08:26Z,1
578,Finanzas,3,T,14,Ingenieria industrial,1,Ingeniería,2020-05-06T20:08:30Z,1
596,Estadística descriptiva y exploratoria,4,B,14,Ingenieria industrial,1,Ingeniería,2018-08-04T00:54:57Z,1
625,Ecuaciones Diferenciales,4,O,14,Ingenieria industrial,1,Ingeniería,2019-09-29T19:46:49Z,1
632,Economía general,3,T,14,Ingenieria industrial,1,Ingeniería,2019-06-03T06:26:49Z,1
639,"Diseño, gestión y evaluación de proyectos",4,T,14,Ingenieria industrial,1,Ingeniería,2018-09-21T15:05:27Z,1
665,Creación y gestión de empresas,3,T,14,Ingenieria industrial,1,Ingeniería,2019-07-22T20:19:29Z,1
666,Control y gestión de calidad,3,T,14,Ingenieria industrial,1,Ingeniería,2018-02-15T12:40:27Z,1
668,Control estadístico de calidad,3,T,14,Ingenieria industrial,1,Ingeniería,2020-05-14T02:55:58Z,1
673,Contabilidad de Gestión Avanzada,4,C,14,Ingenieria industrial,1,Ingeniería,2018-12-20T02:28:10Z,1
701,Complemento probabilidad fundamental,1,B,14,Ingenieria industrial,1,Ingeniería,2020-10-31T12:53:26Z,1
726,Cálculo Integral,4,O,14,Ingenieria industrial,1,Ingeniería,2019-06-12T19:16:49Z,1
734,Cálculo en varias variables,4,O,14,Ingenieria industrial,1,Ingeniería,2020-09-01T19:49:46Z,1
739,Cálculo diferencial en una variable,4,O,14,Ingenieria industrial,1,Ingeniería,2020-11-30T04:21:38Z,1
744,Cálculo diferencial,4,O,14,Ingenieria industrial,1,Ingeniería,2020-12-17T20:15:48Z,1
760,Biología molecular y celular,3,B,14,Ingenieria industrial,1,Ingeniería,2020-01-12T00:34:25Z,1
768,Biología general,3,B,14,Ingenieria industrial,1,Ingeniería,2019-03-21T16:31:43Z,1
818,Álgebra Lineal,4,O,14,Ingenieria industrial,1,Ingeniería,2018-01-28T01:30:46Z,1
825,Administración de personal I,4,T,14,Ingenieria industrial,1,Ingeniería,2020-11-12T07:20:27Z,1
15,Trabajo de Grado - Asignaturas de Posgrado,6,P,15,Ingenieria mecanica,1,Ingeniería,2019-03-30T03:57:22Z,1
25,Trabajo de Grado,6,P,15,Ingenieria mecanica,1,Ingeniería,2018-11-20T15:13:41Z,1
30,Termodinámica técnica,3,C,15,Ingenieria mecanica,1,Ingeniería,2021-02-27T01:13:55Z,1
31,Termodinámica de sistemas energéticos,3,T,15,Ingenieria mecanica,1,Ingeniería,2018-02-24T06:46:02Z,1
44,Tecnología mecánica básica,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-02-12T14:22:49Z,1
56,Taller de proyectos interdisciplinarios,3,C,15,Ingenieria mecanica,1,Ingeniería,2020-03-08T02:16:02Z,1
105,Señales y sistemas I,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-09-03T22:23:20Z,1
126,Resistencia de Materiales,3,C,15,Ingenieria mecanica,1,Ingeniería,2020-05-15T08:44:43Z,1
145,Proyecto aplicado de ingeniería,4,C,15,Ingenieria mecanica,1,Ingeniería,2018-10-11T23:52:30Z,1
166,Programación de computadores,3,B,15,Ingenieria mecanica,1,Ingeniería,2019-05-05T16:17:04Z,1
175,Procesos de Manufactura II,3,C,15,Ingenieria mecanica,1,Ingeniería,2018-12-20T08:18:35Z,1
177,Procesos de Manufactura I,3,C,15,Ingenieria mecanica,1,Ingeniería,2019-04-22T16:36:12Z,1
186,Probabilidad y estadística fundamental,3,B,15,Ingenieria mecanica,1,Ingeniería,2019-04-07T11:49:43Z,1
200,Principios de química,3,B,15,Ingenieria mecanica,1,Ingeniería,2018-12-02T17:34:42Z,1
203,Principios de mecánica de fluidos,3,C,15,Ingenieria mecanica,1,Ingeniería,2021-02-16T11:46:25Z,1
205,Principios de Estática,3,C,15,Ingenieria mecanica,1,Ingeniería,2020-06-25T03:49:33Z,1
207,Principios de dinámica,3,C,15,Ingenieria mecanica,1,Ingeniería,2021-08-28T00:54:35Z,1
233,Plantas Térmicas,3,T,15,Ingenieria mecanica,1,Ingeniería,2019-07-17T15:52:55Z,1
