sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_is_active
2015734,Programación de computadores,3,B,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2017275,Proyecto aplicado de ingeniería,4,C,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2017277,Resistencia de Materiales,3,C,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2016506,Señales y sistemas I,3,C,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2024045,Taller de proyectos interdisciplinarios,3,C,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2017278,Tecnología mecánica básica,3,C,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2027953,Termodinámica de sistemas energéticos,3,T,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2017279,Termodinámica técnica,3,C,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2017295,Trabajo de Grado,6,P,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
2017296,Trabajo de Grado - Asignaturas de Posgrado,6,P,2547,INGENIERÍA MECÁNICA,2055,FACULTAD DE INGENIERÍA,1
