sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_is_active
2016500,Física de Semiconductores,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000017-B,Fundamentos de electricidad y magnetismo,4,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000018-B,Fundamentos de física moderna,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000019-B,Fundamentos de mecánica,4,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000021-B,Fundamentos de Mecánica de Fluidos,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000020-B,"Fundamentos de oscilaciones, ondas y óptica",4,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2015702,Gerencia y gestión de proyectos,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2015703,Ingeniería económica,3,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017265,Ingeniería y Desarrollo Sostenible,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000044-B,Inglés I- Semestral,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000045-B,Inglés II - Semestral,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000049-B,Inglés II - Virtual,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,0
1000046-B,Inglés III - Semestral,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000050-B,Inglés III- Virtual,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,0
1000052-B,Inglés Intensivo I y II,6,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000053-B,Inglés Intensivo III y IV,6,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000047-B,Inglés IV- Semestral,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000051-B,Inglés IV- Virtual,3,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,0
