sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_is_active
2016859,Protección de sistemas de potencia,3,T,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,0
2016609,Seguridad industrial,3,O,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2024049,Subestaciones eléctricas,3,T,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2021185,Suficiencia por Acogimiento al Acuerdo 032,12,E,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,0
2016863,Taller de ingeniería,3,C,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2024045,Taller de proyectos interdisciplinarios,3,C,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2024050,Tópicos de sistemas de potencia,3,T,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,0
2016866,Trabajo de Grado,6,P,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2016867,Trabajo de Grado - Asignaturas de Posgrado,6,P,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2016865,Transmisión y Distribución,3,C,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
2015159,Variable compleja,4,B,2544,INGENIERÍA ELÉCTRICA,2055,FACULTAD DE INGENIERÍA,1
