sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_is_active
2017293,Modelación matemática,3,O,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2025970,Modelos y simulación,3,O,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2025971,Optimización,3,O,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015971,Pavimentos,3,C,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015972,Preparación y evaluación de proyectos de infraestructura,3,B,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
1000024-B,Principios de química,3,B,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
1000013-B,Probabilidad y estadística fundamental,3,B,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015734,Programación de computadores,3,O,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2016375,Programación orientada a objetos,3,O,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015973,Saneamiento ambiental,3,C,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2022761,SIG para Ingeniería Civil,3,O,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
1000074-B,Suficiencia en lengua extranjera,12,E,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,0
2015975,Taller de Experimentación y Modelación,3,T,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,0
2024045,Taller de proyectos interdisciplinarios,3,T,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015296,Trabajo de Grado,6,P,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015299,Trabajo de Grado - Asignaturas de Posgrado,6,P,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,1
2015977,Transporte Sostenible,3,T,2542,INGENIERÍA CIVIL,2055,FACULTAD DE INGENIERÍA,0
